FID,ES_HOME,STREET1,STREET2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.1,Atholton ES,6700 SENECA DR,"Columbia, MD 21046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.2,Bellows Spring ES,8125 OLD STOCKBRIDGE DR,"Ellicott City, MD 21043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.3,Bollman Bridge ES,8200 SAVAGE GUILFORD RD,"Jessup, MD 20794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.4,Bryant Woods ES,5450 BLUE HERON LN,"Columbia, MD 21044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.5,Bushy Park ES,14601 CARRS MILL RD,"Glenwood, MD 21738",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8800000008 577546.8600000519, 1292933.5199999984 577532.805000051, 1292937.0300000007 577516.7100000443, 1292953.409999999 577498.8600000419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1309049.9399999985 581301.4350000459, 1308897.45 581384.8500000555, 1308882.2399999986 581358.2100000489, 1308741.4799999986 581435.1900000506, 1308649.859999999 581486.9850000528, 1308583.140000001 581524.4550000463, 1308461.6700000009 581584.1550000422, 1308331.1400000013 581631.5700000443, 1308144.1499999992 581703.555000048, 1308235.1699999985 581784.3300000466, 1308414.2700000003 581942.955000051, 1308463.7399999988 581967.5400000452, 1308493.5899999987 581979.5400000478, 1308501.7799999993 582013.4850000523, 1308517.5900000012 582063.5400000467, 1308562.6499999997 582172.4100000452, 1308608.609999999 582293.5650000469, 1308648.690000001 582395.4150000481, 1308681.7500000007 582486.4350000488, 1308710.7300000004 582554.6250000464, 1308737.6699999992 582629.5500000406, 1308721.2600000014 582643.5900000486, 1308719.82 582644.4750000453, 1308639.3299999996 582706.2300000443, 1308595.1399999992 582741.9300000492, 1308442.3500000006 582865.1400000445, 1308403.740000001 582895.875000046, 1308321.7800000014 582961.7250000492, 1308264.4200000004 583007.6700000468, 1308217.890000001 583044.255000053, 1308093.510000001 583142.5950000488, 1308015.9599999997 583203.7500000425, 1307892.4499999983 583302.6750000463, 1307876.6399999992 583314.9750000513, 1308043.7700000005 583522.4700000463, 1308036.7199999986 583539.7350000454, 1308034.6800000009 583544.7150000462, 1308205.5899999996 583751.3250000445, 1308372.1200000006 583866.060000045, 1308416.0100000007 583895.9100000453, 1308538.0800000012 583979.8950000468, 1308704.5800000015 584094.6300000473, 1308702.8399999985 584096.3850000477, 1308577.8599999992 584233.3500000507, 1308665.0700000008 584341.0500000473, 1308762.240000001 584450.8050000516, 1308874.9199999992 584570.4900000441, 1308985.8299999987 584700.4350000455, 1309105.260000001 584890.6650000458, 1309138.0199999998 585105.1950000492, 1309141.83 585168.7050000533, 1309224.0599999984 585368.8800000577, 1309366.8899999985 585498.5400000489, 1309527.2699999996 585621.1650000458, 1309384.44 585831.0000000445, 1309272.6600000018 586007.7750000445, 1309327.9800000018 586132.1550000417, 1309349.9099999988 586181.025000051, 1309487.7600000007 586541.2950000457, 1309455.5700000015 586730.3550000489, 1309436.55 586840.9800000477, 1309438.8900000001 587051.4150000423, 1309440.6300000008 587207.115000049, 1309364.2500000007 587265.3450000451, 1309125.449999999 587447.6700000424, 1308974.7300000002 586924.6800000487, 1308857.6399999987 587013.9450000535, 1308686.4600000014 587174.9100000523, 1308444.4200000009 587391.1950000467, 1308231.9299999983 587558.5950000486, 1308202.3799999994 587596.6500000453, 1308195.6600000015 587641.1250000477, 1308194.1900000002 587759.9550000522, 1308087.959999999 587848.92000005, 1307948.0400000017 587994.9600000485, 1307843.8799999987 588114.0750000443, 1307721.24 588236.7000000458, 1307692.2600000019 588259.530000049, 1307661.5399999993 588340.5900000483, 1307630.5199999996 588925.3350000457, 1307687.8799999983 588932.9400000462, 1307670.5999999985 588952.5600000463, 1307689.6200000008 588951.3900000445, 1307708.669999999 588947.5800000456, 1307754.5999999987 588935.5800000478, 1307816.6399999994 588912.4650000486, 1307890.68 588884.3700000488, 1308661.5600000003 588584.0850000461, 1308709.5600000017 588564.4800000525, 1308769.5600000012 588541.3650000533, 1308900.6900000002 588490.440000041, 1308960.6600000006 588467.6100000518, 1309003.680000001 588451.5150000405, 1309104.6599999983 588410.5350000509, 1309213.5299999998 588368.4000000522, 1309236.6600000004 588359.6250000453, 1309286.6999999995 588340.5900000436, 1309355.4899999995 588314.5500000468, 1309445.609999999 588280.6050000424, 1309636.739999999 588207.4350000535, 1309731.5399999998 588171.15000005, 1309739.160000001 588201.0000000502, 1309846.56 588450.3450000479, 1309950.1799999985 588690.3300000496, 1309975.3499999985 588748.5750000477, 1310045.8800000008 588912.1650000459, 1310136.8999999983 589123.1850000485, 1310229.6599999983 589339.170000045, 1310292.2999999989 589427.2500000461, 1310546.0400000005 589296.4350000457, 1310505.9299999997 589220.0550000537, 1310673.630000001 589132.5450000447, 1310781.3299999994 589339.4550000456, 1310868.539999999 589412.3250000506, 1310996.4299999995 589661.1000000471, 1311011.370000001 589663.4400000507, 1311160.6200000013 589728.120000052, 1311294.9600000014 589643.2500000492, 1311277.110000001 589611.9300000445, 1311204.5400000005 589482.8700000491, 1311131.940000001 589353.7950000472, 1311059.0699999991 589224.7350000471, 1310892.5400000003 588928.2600000526, 1310791.2900000005 588748.5750000522, 1310675.969999999 588543.7050000477, 1310660.459999999 588516.195000051, 1310621.250000001 588446.5350000538, 1310626.2299999997 588444.495000048, 1310761.4400000016 588392.9850000464, 1310614.23 588131.3400000483, 1310822.0100000016 588056.1300000442, 1310981.519999999 587998.1850000441, 1311010.7700000012 587987.6400000487, 1311111.7500000016 587984.1300000525, 1311248.13 587979.1500000472, 1311249.899999999 587973.8850000458, 1311311.0699999982 587778.3900000533, 1311353.1900000016 587639.67000005, 1311404.4300000009 587470.8000000529, 1311348.8100000003 587452.9500000504, 1311271.5599999996 587433.6300000482, 1311321.8999999994 587288.4750000462, 1311352.6199999994 587183.9850000478, 1311363.7500000016 587140.6800000519, 1311383.3399999987 587059.3050000526, 1311409.3799999985 586974.1500000446, 1311416.9999999988 586935.5100000447, 1311450.6600000008 586783.3350000456, 1311513.8700000015 586673.8800000531, 1311520.8899999985 586660.9950000447, 1311423.7200000014 586587.5400000458, 1311396.2100000018 586567.6350000496, 1311296.7299999995 586495.6350000579, 1311240.5399999993 586439.7450000421, 1311251.6400000013 586412.5200000462, 1311266.5800000015 586387.3500000534, 1311287.6399999987 586365.4050000467, 1311375.75 586316.5350000515, 1311391.8300000005 586310.0850000463, 1311476.6999999988 586276.1400000511, 1311483.150000001 586296.9150000559, 1311575.3400000008 586540.4250000557, 1311742.739999999 586500.0300000507, 1311897.270000001 586456.1250000495, 1312023.9899999993 586417.5000000469, 1312151.0099999993 586377.1050000465, 1312297.619999999 586329.9900000471, 1312328.9399999997 586321.5000000455, 1312378.710000001 586306.2900000447, 1312431.09 586286.1000000479, 1312549.0199999989 586243.9500000379, 1312691.549999999 586203.5550000422, 1312843.4400000006 586153.2300000491, 1312977.4799999988 586114.3050000439, 1312995.0599999991 586035.5700000509, 1313176.5000000014 585998.1150000504, 1313320.500000001 586013.9100000451, 1313330.1600000004 586119.5700000406, 1313346.5399999984 586250.100000045, 1313363.5200000016 586390.275000051, 1313374.6199999999 586481.0100000418, 1313378.1300000004 586507.9350000491, 1313380.1999999983 586506.7650000472, 1313700.36 586338.1950000528, 1313702.3999999997 586337.3100000563, 1313736.0599999987 586580.2200000461, 1313777.0399999993 586877.5650000445, 1313806.3199999996 587065.4550000505, 1313900.5499999986 587072.7750000457, 1313929.23 586947.8100000544, 1313951.4600000011 586853.2800000529, 1313952.0599999991 586850.9400000491, 1314175.0800000003 586889.8650000496, 1315114.799999999 587054.62500005, 1315141.4400000013 587059.3050000479, 1315454.31 587109.3600000517, 1315842.6599999988 587182.230000052, 1315843.8300000005 587178.4200000485, 1315912.0200000016 587187.7950000467, 1315886.5800000012 587270.6100000463, 1315881.5999999982 587289.0600000448, 1315856.7299999995 587369.5350000547, 1315834.4699999993 587436.5550000505, 1315816.6200000008 587497.4250000482, 1315802.5800000005 587542.5000000513, 1315676.4299999983 588179.0400000463, 1315660.9199999995 588249.8700000455, 1315575.7500000002 588637.3500000482, 1316271.4200000009 588675.1050000468, 1316973.810000001 588710.2350000457, 1317001.9199999988 588711.9900000461, 1317157.0200000019 589437.4950000527, 1316179.8300000015 589584.7050000532, 1316432.3999999997 591237.0900000441, 1316854.9799999986 591439.035000051, 1316856.7500000019 591439.9050000502, 1316859.0899999987 591440.7900000514, 1317122.5499999996 591566.0700000473, 1317128.0400000003 591568.680000045, 1317230.76 591726.1350000474, 1317437.7000000018 592000.650000052, 1317626.76 592016.4600000487, 1317809.6699999988 591969.3300000426, 1317888.6900000006 592008.555000055, 1317894.8400000003 592181.2200000443, 1317803.5200000014 592330.1850000451, 1317839.8199999982 592518.3750000491, 1318172.5799999987 592736.7000000493, 1318322.7000000014 592869.2850000474, 1318374.5100000016 593337.5400000534, 1318382.4000000001 593551.4850000535, 1318399.0800000005 593988.7200000479, 1318480.7400000002 594055.1550000451, 1318513.8 594090.5700000493, 1318580.5499999993 594161.9700000451, 1318421.6099999994 594469.8600000482, 1318421.0400000005 594471.0300000547, 1317680.8799999994 594811.1100000478, 1318858.2899999982 598060.8450000485, 1318718.97 598038.0150000546, 1318351.0799999987 598280.0550000452, 1317894.540000001 598513.3050000457, 1317845.1600000008 598543.5600000578, 1317816.6900000006 598561.0050000484, 1317530.6700000002 598885.2150000508, 1317398.4599999997 599242.3350000458, 1317220.5300000012 599265.7500000523, 1317256.3800000004 599586.2100000498, 1316959.4700000018 599784.6300000446, 1316492.3700000015 600101.8800000438, 1316119.2299999988 600158.0700000481, 1316241.2699999989 600658.2450000455, 1316269.2299999984 600788.8950000472, 1316505.2700000003 601692.5100000497, 1316531.3099999991 601804.8900000445, 1316575.5000000005 601904.7000000541, 1317179.25 601669.3950000459, 1317494.4599999995 601537.1100000504, 1317754.9799999993 602130.5100000481, 1317761.9699999995 602146.4400000514, 1317763.7100000004 602148.4800000571, 1317996.0900000017 602384.6700000479, 1317923.5200000005 602400.1800000466, 1317562.0799999994 602420.9550000466, 1317529.8899999987 602480.6550000425, 1317424.799999999 602683.1850000481, 1317562.0800000008 602821.0200000457, 1317652.7999999996 603065.4000000447, 1318016.879999999 603025.6050000449, 1318043.2200000004 603193.5900000454, 1318080.3899999985 603359.8200000455, 1318325.3400000005 603321.1950000476, 1318346.130000001 603318.27000005, 1318362.8100000012 603310.3650000562, 1318411.3800000004 603639.6150000534, 1318434.2100000002 603754.6200000525, 1318457.3400000003 603854.715000044, 1318527.270000001 603827.5050000547, 1318574.4000000018 603815.5050000475, 1318629.4199999988 603806.7150000527, 1318802.3699999982 603785.6550000473, 1318936.409999999 603772.4850000476, 1319077.200000001 603754.6200000477, 1319312.1900000004 603731.5050000487, 1319384.1899999997 603721.56000004, 1319447.3999999983 603709.5600000514, 1319510.340000001 603693.7500000501, 1319591.4 603668.5800000431, 1319673.360000001 603641.6550000499, 1319765.2500000016 603609.7500000464, 1319820.2699999984 603611.8050000449, 1320048.539999999 604279.0800000414, 1319909.8200000003 605090.0550000467, 1320072.8400000003 605385.3450000468, 1320841.3800000013 605054.3400000446, 1321179.3900000004 605517.345000051, 1321638.6000000015 606669.2700000487, 1321637.1300000013 607063.1850000451, 1322390.7300000004 607412.3400000478, 1322885.3399999985 607601.400000051, 1322501.9399999995 608943.2700000531, 1322353.8599999985 609247.6350000487, 1322305.5600000003 609342.1650000502, 1322160.1199999994 609285.6900000453, 1321761.2100000011 609151.3500000467, 1321613.7000000007 609100.4250000484, 1321443.9599999988 608992.725000047, 1321438.62 608989.0800000468, 1321281.5400000014 608881.8000000501, 1321099.5000000012 608789.9100000502, 1321042.7099999988 608754.7950000531, 1320998.5200000019 608719.9650000521, 1320629.7600000016 608715.57000005, 1320833.759999999 608564.5650000481, 1320409.4099999985 608347.3950000524, 1320387.1500000013 608361.7500000466, 1319979.7799999993 608643.5850000463, 1319935.5600000005 608681.6250000503, 1319847.4799999993 608669.0400000538, 1319629.139999999 608636.2650000512, 1319440.3800000004 608597.9250000448, 1319217.960000001 608570.7000000487, 1319095.0499999993 608556.9450000412, 1318944.6 608458.6200000519, 1318673.6099999985 608259.0150000488, 1318562.6999999983 608169.7500000484, 1318531.6500000006 608197.5600000477, 1318320.3599999996 608387.2050000401, 1318185.1499999987 608508.3600000464, 1318184.55 608508.660000049, 1318053.449999999 608626.3050000451, 1318056.75 608630.2500000526, 1318137.4500000007 608726.9850000447, 1318183.9799999988 609048.0450000521, 1318201.2599999998 609196.1250000517, 1318225.8299999982 609404.7900000486, 1318465.8300000005 609591.225000052, 1318431.8700000006 609875.7000000534, 1318731.5399999984 610067.9700000503, 1318899.8400000015 610175.6700000468, 1318954.259999999 610200.5550000484, 1318994.0700000015 610229.5200000522, 1319040.2999999984 610259.6700000503, 1319526.1500000018 610600.92000005, 1319638.2300000018 610683.735000059, 1319584.3800000015 610690.1850000457, 1319424.8700000015 610969.6650000443, 1319290.5300000007 611204.9700000524, 1319241.3599999994 611291.0100000477, 1319164.7100000011 611425.650000049, 1319062.859999999 611603.5800000443, 1319237.8499999992 611736.1650000518, 1319343.5100000007 611811.3750000511, 1319342.3399999987 611813.1300000469, 1318820.5199999993 612761.3550000467, 1319200.1099999982 612987.5850000451, 1319247.2400000012 613012.170000044, 1319270.0699999982 613430.6850000462, 1319452.9800000018 613562.0850000546, 1319579.0999999987 613636.4250000453, 1319582.0399999984 613759.935000048, 1319584.9500000011 613816.1250000476, 1319590.530000001 613864.7100000517, 1319602.230000001 614111.4150000478, 1319645.850000001 614220.0000000455, 1319700.8699999987 614530.5150000483, 1320148.0499999989 614444.4750000483, 1320307.8300000008 614489.5350000447, 1321213.9200000002 613827.8250000569, 1321385.4299999988 613805.2950000516, 1321400.0700000003 613730.6700000463, 1321905.2099999993 613693.2000000483, 1321219.1999999988 615484.8900000505, 1321085.4599999988 616051.4850000476, 1320997.0799999987 616120.8600000443, 1320920.6699999992 616155.090000054, 1321002.6299999992 616824.7050000496, 1321209.2399999993 617371.995000051, 1321014.0300000012 617312.5800000464, 1320789.5699999994 617996.5350000482, 1321197.5399999989 618024.9300000506, 1321115.61 618083.1600000514, 1321103.3099999982 618055.0650000469," 1321100.0700000008 618057.1200000499))"""
Elementary_School_Districts.6,Centennial Lane ES,3825 CENTENNIAL LN,"Ellicott City, MD 21042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.7,Centennial Lane ES,3825 CENTENNIAL LN,"Ellicott City, MD 21042",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elementary_School_Districts.8,Clarksville ES,12041 CLARKSVILLE PK,"Clarksville, MD 21029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
